,Date,Series ID,Value,Inflation Rate,Commodity
0,2018-01-01,CUUR0000SEEEC,56.343,0.0,Information Technology Commodities
1,2018-02-01,CUUR0000SEEEC,56.001,-0.6069964325648325,Information Technology Commodities
2,2018-03-01,CUUR0000SEEEC,55.699,-0.5392760843556332,Information Technology Commodities
3,2018-04-01,CUUR0000SEEEC,55.804,0.18851325876587666,Information Technology Commodities
4,2018-05-01,CUUR0000SEEEC,55.537,-0.47846032542470107,Information Technology Commodities
5,2018-06-01,CUUR0000SEEEC,55.099,-0.7886634135801374,Information Technology Commodities
6,2018-07-01,CUUR0000SEEEC,54.472,-1.1379516869634565,Information Technology Commodities
7,2018-08-01,CUUR0000SEEEC,54.659,0.3432956381260066,Information Technology Commodities
8,2018-09-01,CUUR0000SEEEC,54.887,0.41713167090506875,Information Technology Commodities
9,2018-10-01,CUUR0000SEEEC,54.119,-1.399238435330774,Information Technology Commodities
10,2018-11-01,CUUR0000SEEEC,53.266,-1.5761562482677127,Information Technology Commodities
11,2018-12-01,CUUR0000SEEEC,53.324,0.1088874704314291,Information Technology Commodities
12,2019-01-01,CUUR0000SEEEC,53.077,-0.4632060610606836,Information Technology Commodities
13,2019-02-01,CUUR0000SEEEC,52.574,-0.9476797859713226,Information Technology Commodities
14,2019-03-01,CUUR0000SEEEC,52.622,0.09129988207099426,Information Technology Commodities
15,2019-04-01,CUUR0000SEEEC,52.183,-0.8342518338337546,Information Technology Commodities
16,2019-05-01,CUUR0000SEEEC,51.837,-0.663051185251895,Information Technology Commodities
17,2019-06-01,CUUR0000SEEEC,51.085,-1.4507012365684746,Information Technology Commodities
18,2019-07-01,CUUR0000SEEEC,52.041,1.8713908192228512,Information Technology Commodities
19,2019-08-01,CUUR0000SEEEC,52.296,0.4899982705943495,Information Technology Commodities
20,2019-09-01,CUUR0000SEEEC,51.808,-0.9331497628881746,Information Technology Commodities
21,2019-10-01,CUUR0000SEEEC,50.747,-2.0479462631253886,Information Technology Commodities
22,2019-11-01,CUUR0000SEEEC,50.53,-0.42761148442271857,Information Technology Commodities
23,2019-12-01,CUUR0000SEEEC,49.45,-2.137344151988918,Information Technology Commodities
24,2020-01-01,CUUR0000SEEEC,49.088,-0.7320525783619858,Information Technology Commodities
25,2020-02-01,CUUR0000SEEEC,49.468,0.7741199478487726,Information Technology Commodities
26,2020-03-01,CUUR0000SEEEC,49.722,0.513463248969015,Information Technology Commodities
27,2020-04-01,CUUR0000SEEEC,49.816,0.18905112425082748,Information Technology Commodities
28,2020-05-01,CUUR0000SEEEC,49.564,-0.5058615705797354,Information Technology Commodities
29,2020-06-01,CUUR0000SEEEC,49.334,-0.4640464853522652,Information Technology Commodities
30,2020-07-01,CUUR0000SEEEC,49.223,-0.22499695950055631,Information Technology Commodities
31,2020-08-01,CUUR0000SEEEC,49.239,0.03250512971577635,Information Technology Commodities
32,2020-09-01,CUUR0000SEEEC,47.752,-3.0199638497938497,Information Technology Commodities
33,2020-10-01,CUUR0000SEEEC,47.355,-0.8313787904171699,Information Technology Commodities
34,2020-11-01,CUUR0000SEEEC,47.697,0.722204624643652,Information Technology Commodities
35,2020-12-01,CUUR0000SEEEC,47.794,0.20336708807680015,Information Technology Commodities
36,2021-01-01,CUUR0000SEEEC,47.532,-0.5481859647654574,Information Technology Commodities
37,2021-02-01,CUUR0000SEEEC,47.311,-0.4649499284692382,Information Technology Commodities
38,2021-03-01,CUUR0000SEEEC,46.512,-1.688825008983108,Information Technology Commodities
39,2021-04-01,CUUR0000SEEEC,48.241,3.7173202614379175,Information Technology Commodities
40,2021-05-01,CUUR0000SEEEC,48.397,0.32337638108661526,Information Technology Commodities
41,2021-06-01,CUUR0000SEEEC,48.285,-0.23141930284935608,Information Technology Commodities
42,2021-07-01,CUUR0000SEEEC,48.776,1.0168789479134466,Information Technology Commodities
43,2021-08-01,CUUR0000SEEEC,48.904,0.262424143021156,Information Technology Commodities
44,2021-09-01,CUUR0000SEEEC,49.288,0.7852118436119548,Information Technology Commodities
45,2021-10-01,CUUR0000SEEEC,48.832,-0.9251744846615728,Information Technology Commodities
46,2021-11-01,CUUR0000SEEEC,48.246,-1.200032765399739,Information Technology Commodities
47,2021-12-01,CUUR0000SEEEC,47.94,-0.634249471458781,Information Technology Commodities
48,2022-01-01,CUUR0000SEEEC,47.849,-0.1898206090947041,Information Technology Commodities
49,2022-02-01,CUUR0000SEEEC,47.589,-0.5433760371167606,Information Technology Commodities
50,2022-03-01,CUUR0000SEEEC,47.12,-0.9855218642963681,Information Technology Commodities
51,2022-04-01,CUUR0000SEEEC,45.952,-2.478777589134129,Information Technology Commodities
52,2022-05-01,CUUR0000SEEEC,44.947,-2.1870647632311835,Information Technology Commodities
53,2022-06-01,CUUR0000SEEEC,45.035,0.19578614813000605,Information Technology Commodities
54,2022-07-01,CUUR0000SEEEC,44.804,-0.5129343843677026,Information Technology Commodities
55,2022-08-01,CUUR0000SEEEC,44.583,-0.49325953039908166,Information Technology Commodities
56,2022-09-01,CUUR0000SEEEC,44.339,-0.5472938115425152,Information Technology Commodities
57,2022-10-01,CUUR0000SEEEC,43.559,-1.7591736394596214,Information Technology Commodities
58,2022-11-01,CUUR0000SEEEC,42.719,-1.9284189260543094,Information Technology Commodities
59,2022-12-01,CUUR0000SEEEC,42.262,-1.0697815960111434,Information Technology Commodities
60,2023-01-01,CUUR0000SEEEC,42.242,-0.04732383701671061,Information Technology Commodities
61,2023-02-01,CUUR0000SEEEC,41.879,-0.8593343118223573,Information Technology Commodities
62,2023-03-01,CUUR0000SEEEC,41.715,-0.39160438405881903,Information Technology Commodities
63,2023-04-01,CUUR0000SEEEC,41.655,-0.14383315354189463,Information Technology Commodities
64,2023-05-01,CUUR0000SEEEC,41.535,-0.28808066258553255,Information Technology Commodities
65,2023-06-01,CUUR0000SEEEC,41.574,0.09389671361501595,Information Technology Commodities
66,2023-07-01,CUUR0000SEEEC,41.012,-1.3518064174724564,Information Technology Commodities
67,2023-08-01,CUUR0000SEEEC,40.695,-0.7729445040476013,Information Technology Commodities
68,2023-09-01,CUUR0000SEEEC,40.82,0.30716304214277734,Information Technology Commodities
69,2023-10-01,CUUR0000SEEEC,40.268,-1.3522782949534573,Information Technology Commodities
70,2023-11-01,CUUR0000SEEEC,39.188,-2.6820303963444925,Information Technology Commodities
71,2023-12-01,CUUR0000SEEEC,39.034,-0.3929774420741161,Information Technology Commodities
72,2024-01-01,CUUR0000SEEEC,39.335,0.7711226110570291,Information Technology Commodities
73,2024-02-01,CUUR0000SEEEC,39.417,0.20846574297699316,Information Technology Commodities
74,2024-03-01,CUUR0000SEEEC,38.948,-1.1898419463683196,Information Technology Commodities
75,2024-04-01,CUUR0000SEEEC,38.9,-0.12324124473657161,Information Technology Commodities
76,2024-05-01,CUUR0000SEEEC,38.169,-1.8791773778920384,Information Technology Commodities
77,2024-06-01,CUUR0000SEEEC,38.022,-0.3851292934056394,Information Technology Commodities
78,2024-07-01,CUUR0000SEEEC,38.255,0.6128031139866597,Information Technology Commodities
79,2018-01-01,CUUS0000SEEE,7.468,0.0,Information Technology Hardware & Services
80,2018-02-01,CUUS0000SEEE,7.467,-0.013390465988216693,Information Technology Hardware & Services
81,2019-01-01,CUUS0000SEEE,7.401,-0.8838891120932058,Information Technology Hardware & Services
82,2019-02-01,CUUS0000SEEE,7.371,-0.405350628293466,Information Technology Hardware & Services
83,2020-01-01,CUUS0000SEEE,7.358,-0.17636684303351524,Information Technology Hardware & Services
84,2020-02-01,CUUS0000SEEE,7.286,-0.9785267735797798,Information Technology Hardware & Services
85,2021-01-01,CUUS0000SEEE,7.307,0.28822399121604114,Information Technology Hardware & Services
86,2021-02-01,CUUS0000SEEE,7.425,1.6148898316682647,Information Technology Hardware & Services
87,2022-01-01,CUUS0000SEEE,7.333,-1.2390572390572396,Information Technology Hardware & Services
88,2022-02-01,CUUS0000SEEE,7.145,-2.5637528978590063,Information Technology Hardware & Services
89,2023-01-01,CUUS0000SEEE,7.13,-0.20993701889432392,Information Technology Hardware & Services
90,2023-02-01,CUUS0000SEEE,7.055,-1.051893408134641,Information Technology Hardware & Services
91,2024-01-01,CUUS0000SEEE,7.069,0.19844082211197822,Information Technology Hardware & Services
92,2018-01-01,CUURS000SAEC,70.32,0.0,Education and Communication Commodities
93,2018-02-01,CUURS000SAEC,70.346,0.036973833902176345,Education and Communication Commodities
94,2018-03-01,CUURS000SAEC,70.342,-0.005686179740149733,Education and Communication Commodities
95,2018-04-01,CUURS000SAEC,70.289,-0.07534616587528964,Education and Communication Commodities
96,2018-05-01,CUURS000SAEC,70.397,0.1536513536968931,Education and Communication Commodities
97,2018-06-01,CUURS000SAEC,70.333,-0.09091296504113444,Education and Communication Commodities
98,2018-07-01,CUURS000SAEC,69.669,-0.9440803036981249,Education and Communication Commodities
99,2018-08-01,CUURS000SAEC,69.273,-0.5684020152435076,Education and Communication Commodities
100,2018-09-01,CUURS000SAEC,69.016,-0.3709959147142339,Education and Communication Commodities
101,2018-10-01,CUURS000SAEC,68.584,-0.6259418105946435,Education and Communication Commodities
102,2018-11-01,CUURS000SAEC,68.011,-0.8354718301644803,Education and Communication Commodities
103,2018-12-01,CUURS000SAEC,68.242,0.3396509388187363,Education and Communication Commodities
104,2019-01-01,CUURS000SAEC,68.277,0.05128806306966549,Education and Communication Commodities
105,2019-02-01,CUURS000SAEC,68.191,-0.12595749666798328,Education and Communication Commodities
106,2019-03-01,CUURS000SAEC,67.755,-0.6393805634174687,Education and Communication Commodities
107,2019-04-01,CUURS000SAEC,67.349,-0.5992177699062684,Education and Communication Commodities
108,2019-05-01,CUURS000SAEC,67.587,0.35338312372863445,Education and Communication Commodities
109,2019-06-01,CUURS000SAEC,67.166,-0.6229008537144809,Education and Communication Commodities
110,2019-07-01,CUURS000SAEC,67.139,-0.0401989101628808,Education and Communication Commodities
111,2019-08-01,CUURS000SAEC,67.588,0.6687618224876735,Education and Communication Commodities
112,2019-09-01,CUURS000SAEC,67.493,-0.1405574954133848,Education and Communication Commodities
113,2019-10-01,CUURS000SAEC,66.719,-1.1467855925799686,Education and Communication Commodities
114,2019-11-01,CUURS000SAEC,66.372,-0.5200917279935213,Education and Communication Commodities
115,2019-12-01,CUURS000SAEC,65.776,-0.8979690230820236,Education and Communication Commodities
116,2020-01-01,CUURS000SAEC,64.928,-1.2892240330819704,Education and Communication Commodities
117,2020-02-01,CUURS000SAEC,65.168,0.36964021685561566,Education and Communication Commodities
118,2020-03-01,CUURS000SAEC,65.649,0.73809231524673,Education and Communication Commodities
119,2020-04-01,CUURS000SAEC,65.876,0.3457783058386399,Education and Communication Commodities
120,2020-05-01,CUURS000SAEC,65.727,-0.2261825247434568,Education and Communication Commodities
121,2020-06-01,CUURS000SAEC,64.389,-2.0356930941622275,Education and Communication Commodities
122,2020-07-01,CUURS000SAEC,64.091,-0.4628119709888412,Education and Communication Commodities
123,2020-08-01,CUURS000SAEC,64.229,0.21531884351937425,Education and Communication Commodities
124,2020-09-01,CUURS000SAEC,63.561,-1.0400286474956832,Education and Communication Commodities
125,2020-10-01,CUURS000SAEC,63.06,-0.7882191910133507,Education and Communication Commodities
126,2020-11-01,CUURS000SAEC,62.837,-0.3536314620995906,Education and Communication Commodities
127,2020-12-01,CUURS000SAEC,62.689,-0.23553002212073348,Education and Communication Commodities
128,2021-01-01,CUURS000SAEC,62.805,0.18504043771634393,Education and Communication Commodities
129,2021-02-01,CUURS000SAEC,63.113,0.4904068147440377,Education and Communication Commodities
130,2021-03-01,CUURS000SAEC,62.395,-1.13764200719344,Education and Communication Commodities
131,2021-04-01,CUURS000SAEC,63.034,1.024120522477756,Education and Communication Commodities
132,2021-05-01,CUURS000SAEC,62.732,-0.47910651394484915,Education and Communication Commodities
133,2021-06-01,CUURS000SAEC,62.665,-0.10680354524006397,Education and Communication Commodities
134,2021-07-01,CUURS000SAEC,63.088,0.675017952605117,Education and Communication Commodities
135,2021-08-01,CUURS000SAEC,62.126,-1.5248541719502962,Education and Communication Commodities
136,2021-09-01,CUURS000SAEC,62.259,0.2140810610694377,Education and Communication Commodities
137,2021-10-01,CUURS000SAEC,61.675,-0.9380169935270466,Education and Communication Commodities
138,2021-11-01,CUURS000SAEC,61.174,-0.8123226591001176,Education and Communication Commodities
139,2021-12-01,CUURS000SAEC,61.159,-0.024520221008927923,Education and Communication Commodities
140,2022-01-01,CUURS000SAEC,60.88,-0.45618796906423675,Education and Communication Commodities
141,2022-02-01,CUURS000SAEC,60.669,-0.3465834428383774,Education and Communication Commodities
142,2022-03-01,CUURS000SAEC,60.223,-0.7351365606817262,Education and Communication Commodities
143,2022-04-01,CUURS000SAEC,59.904,-0.5296979559304527,Education and Communication Commodities
144,2022-05-01,CUURS000SAEC,59.279,-1.0433360042735096,Education and Communication Commodities
145,2022-06-01,CUURS000SAEC,58.544,-1.239899458492899,Education and Communication Commodities
146,2022-07-01,CUURS000SAEC,59.192,1.1068597977589523,Education and Communication Commodities
147,2022-08-01,CUURS000SAEC,59.356,0.277064468171373,Education and Communication Commodities
148,2022-09-01,CUURS000SAEC,58.271,-1.8279533661297975,Education and Communication Commodities
149,2022-10-01,CUURS000SAEC,57.558,-1.2235932110312153,Education and Communication Commodities
150,2022-11-01,CUURS000SAEC,57.346,-0.36832412523021274,Education and Communication Commodities
151,2022-12-01,CUURS000SAEC,57.008,-0.5894046664108976,Education and Communication Commodities
152,2023-01-01,CUURS000SAEC,56.384,-1.0945832163906877,Education and Communication Commodities
153,2023-02-01,CUURS000SAEC,55.868,-0.9151532349602642,Education and Communication Commodities
154,2023-03-01,CUURS000SAEC,56.116,0.4439034867902869,Education and Communication Commodities
155,2023-04-01,CUURS000SAEC,55.282,-1.486207142347995,Education and Communication Commodities
156,2023-05-01,CUURS000SAEC,55.62,0.6114105857241148,Education and Communication Commodities
157,2023-06-01,CUURS000SAEC,55.704,0.15102481121900269,Education and Communication Commodities
158,2023-07-01,CUURS000SAEC,54.587,-2.005241993393647,Education and Communication Commodities
159,2023-08-01,CUURS000SAEC,54.04,-1.0020700899481594,Education and Communication Commodities
160,2023-09-01,CUURS000SAEC,54.273,0.43116210214657613,Education and Communication Commodities
161,2023-10-01,CUURS000SAEC,53.741,-0.9802295800858674,Education and Communication Commodities
162,2023-11-01,CUURS000SAEC,53.068,-1.2523027111516427,Education and Communication Commodities
163,2023-12-01,CUURS000SAEC,52.69,-0.7122936609632924,Education and Communication Commodities
164,2024-01-01,CUURS000SAEC,52.287,-0.764851015372936,Education and Communication Commodities
165,2024-02-01,CUURS000SAEC,52.39,0.19698969151031864,Education and Communication Commodities
166,2024-03-01,CUURS000SAEC,52.158,-0.4428326016415296,Education and Communication Commodities
167,2024-04-01,CUURS000SAEC,51.811,-0.6652862456382524,Education and Communication Commodities
168,2024-05-01,CUURS000SAEC,51.651,-0.3088147304626365,Education and Communication Commodities
169,2024-06-01,CUURS000SAEC,51.369,-0.5459720044142524,Education and Communication Commodities
170,2024-07-01,CUURS000SAEC,51.415,0.08954817107593716,Education and Communication Commodities
171,2018-01-01,CUURS000SAES,109.855,0.0,Education and Communication Services
172,2018-02-01,CUURS000SAES,109.676,-0.16294205998816924,Education and Communication Services
173,2018-03-01,CUURS000SAES,109.644,-0.029176848170975322,Education and Communication Services
174,2018-04-01,CUURS000SAES,109.625,-0.01732880960199079,Education and Communication Services
175,2018-05-01,CUURS000SAES,109.731,0.0966932725199543,Education and Communication Services
176,2018-06-01,CUURS000SAES,109.931,0.18226389990065872,Education and Communication Services
177,2018-07-01,CUURS000SAES,110.306,0.3411230681063637,Education and Communication Services
178,2018-08-01,CUURS000SAES,110.941,0.5756713143437286,Education and Communication Services
179,2018-09-01,CUURS000SAES,111.518,0.5200962673853615,Education and Communication Services
180,2018-10-01,CUURS000SAES,111.218,-0.26901486755500637,Education and Communication Services
181,2018-11-01,CUURS000SAES,110.795,-0.38033411857792965,Education and Communication Services
182,2018-12-01,CUURS000SAES,110.594,-0.18141612888669112,Education and Communication Services
183,2019-01-01,CUURS000SAES,110.637,0.03888095195039298,Education and Communication Services
184,2019-02-01,CUURS000SAES,110.851,0.19342534595117034,Education and Communication Services
185,2019-03-01,CUURS000SAES,110.776,-0.06765838828698412,Education and Communication Services
186,2019-04-01,CUURS000SAES,110.878,0.09207770636239232,Education and Communication Services
187,2019-05-01,CUURS000SAES,111.04,0.1461065315031096,Education and Communication Services
188,2019-06-01,CUURS000SAES,111.341,0.2710734870316811,Education and Communication Services
189,2019-07-01,CUURS000SAES,111.653,0.2802202243558094,Education and Communication Services
190,2019-08-01,CUURS000SAES,112.209,0.4979713935138408,Education and Communication Services
191,2019-09-01,CUURS000SAES,112.448,0.2129953925264383,Education and Communication Services
192,2019-10-01,CUURS000SAES,112.566,0.1049373932840103,Education and Communication Services
193,2019-11-01,CUURS000SAES,112.817,0.22298029600411606,Education and Communication Services
194,2019-12-01,CUURS000SAES,112.994,0.156891248659341,Education and Communication Services
195,2020-01-01,CUURS000SAES,113.298,0.2690408340265904,Education and Communication Services
196,2020-02-01,CUURS000SAES,113.196,-0.0900280675740106,Education and Communication Services
197,2020-03-01,CUURS000SAES,113.031,-0.1457648680165291,Education and Communication Services
198,2020-04-01,CUURS000SAES,113.023,-0.007077704346603042,Education and Communication Services
199,2020-05-01,CUURS000SAES,113.025,0.0017695513302662391,Education and Communication Services
200,2020-06-01,CUURS000SAES,112.842,-0.16191108161911494,Education and Communication Services
201,2020-07-01,CUURS000SAES,114.065,1.083816309530139,Education and Communication Services
202,2020-08-01,CUURS000SAES,114.567,0.4400999430149488,Education and Communication Services
203,2020-09-01,CUURS000SAES,114.833,0.23217855054247227,Education and Communication Services
204,2020-10-01,CUURS000SAES,115.041,0.18113260125574016,Education and Communication Services
205,2020-11-01,CUURS000SAES,114.977,-0.055632339774513984,Education and Communication Services
206,2020-12-01,CUURS000SAES,115.015,0.03305008827851896,Education and Communication Services
207,2021-01-01,CUURS000SAES,114.951,-0.05564491588054832,Education and Communication Services
208,2021-02-01,CUURS000SAES,115.143,0.16702769005925155,Education and Communication Services
209,2021-03-01,CUURS000SAES,115.078,-0.05645154286408882,Education and Communication Services
210,2021-04-01,CUURS000SAES,115.31,0.20160239142146263,Education and Communication Services
211,2021-05-01,CUURS000SAES,115.533,0.19339172664989412,Education and Communication Services
212,2021-06-01,CUURS000SAES,115.788,0.22071615901950725,Education and Communication Services
213,2021-07-01,CUURS000SAES,115.882,0.08118285141811565,Education and Communication Services
214,2021-08-01,CUURS000SAES,116.77,0.7662967501423701,Education and Communication Services
215,2021-09-01,CUURS000SAES,117.733,0.8246981245182861,Education and Communication Services
216,2021-10-01,CUURS000SAES,117.955,0.18856225527252857,Education and Communication Services
217,2021-11-01,CUURS000SAES,117.975,0.016955618668124117,Education and Communication Services
218,2021-12-01,CUURS000SAES,117.921,-0.04577240940876193,Education and Communication Services
219,2022-01-01,CUURS000SAES,117.885,-0.030528913425087456,Education and Communication Services
220,2022-02-01,CUURS000SAES,117.941,0.04750392331509534,Education and Communication Services
221,2022-03-01,CUURS000SAES,117.668,-0.23147166803740848,Education and Communication Services
222,2022-04-01,CUURS000SAES,117.78,0.09518305741578192,Education and Communication Services
223,2022-05-01,CUURS000SAES,117.842,0.052640516216673205,Education and Communication Services
224,2022-06-01,CUURS000SAES,118.03,0.15953564942889908,Education and Communication Services
225,2022-07-01,CUURS000SAES,118.05,0.016944844531052716,Education and Communication Services
226,2022-08-01,CUURS000SAES,118.677,0.5311308767471434,Education and Communication Services
227,2022-09-01,CUURS000SAES,119.057,0.32019683679229693,Education and Communication Services
228,2022-10-01,CUURS000SAES,119.298,0.20242404898493938,Education and Communication Services
229,2022-11-01,CUURS000SAES,120.128,0.6957367265167935,Education and Communication Services
230,2022-12-01,CUURS000SAES,120.28,0.12653169952050458,Education and Communication Services
231,2023-01-01,CUURS000SAES,120.705,0.3533422015297605,Education and Communication Services
232,2023-02-01,CUURS000SAES,120.997,0.2419120997473101,Education and Communication Services
233,2023-03-01,CUURS000SAES,121.164,0.138019950907875,Education and Communication Services
234,2023-04-01,CUURS000SAES,121.258,0.07758079957742581,Education and Communication Services
235,2023-05-01,CUURS000SAES,121.297,0.032162826370218944,Education and Communication Services
236,2023-06-01,CUURS000SAES,121.209,-0.0725491974244985,Education and Communication Services
237,2023-07-01,CUURS000SAES,121.829,0.5115131714641619,Education and Communication Services
238,2023-08-01,CUURS000SAES,122.585,0.6205419070993035,Education and Communication Services
239,2023-09-01,CUURS000SAES,123.05,0.37932862911449483,Education and Communication Services
240,2023-10-01,CUURS000SAES,122.788,-0.2129215765948822,Education and Communication Services
241,2023-11-01,CUURS000SAES,122.788,0.0,Education and Communication Services
242,2023-12-01,CUURS000SAES,122.977,0.153923836205494,Education and Communication Services
243,2024-01-01,CUURS000SAES,123.329,0.28623238491749525,Education and Communication Services
244,2024-02-01,CUURS000SAES,123.802,0.38352698878609814,Education and Communication Services
245,2024-03-01,CUURS000SAES,123.844,0.033925138527646226,Education and Communication Services
246,2024-04-01,CUURS000SAES,124.125,0.2268983559962523,Education and Communication Services
247,2024-05-01,CUURS000SAES,124.588,0.3730110775427953,Education and Communication Services
248,2024-06-01,CUURS000SAES,124.673,0.0682248691687759,Education and Communication Services
249,2024-07-01,CUURS000SAES,125.088,0.3328707899866057,Education and Communication Services
