date,laid_off_by_month,funds_raised_by_month,mortgage_rate,unemployment_rate,fed_rate,stock_open,stock_high,stock_low,stock_close,stock_adj_close,stock_volume,education_and_communication_commodities_inflation,education_and_communication_services_inflation,information_technology_commodities_inflation,education_and_communication_commodities_avg_value,education_and_communication_services_avg_value,information_technology_commodities_avg_value,benefits_inflation,total_compensation_inflation,wages_and_salaries_inflation,benefits_avg_value,total_compensation_avg_value,wages_and_salaries_avg_value,bank_credit,securities_in_bank_credit,treasury_agency_securities,other_securities,real_estate_loans,total_assets,currency_sa,demand_deposits_sa,monetary_base_currency_nsa,monetary_base_total_nsa,pct_change_consumer_credit_sa,consumer_credit_owned_securitized_sa,consumer_credit_nonfinancial_owned_nsa,consumer_credit_credit_unions_owned_nsa,Cluster
2020-03-01,7850,15530.2,3.45,4.4,0.65,2974.28,3136.72,2191.86,2584.59,2584.59,162185380000,0.73809231524673,-0.1457648680165291,0.513463248969015,65.649,113.031,49.722,2.215892592396813,1.1451053808573102,1.471280508072235,27.906799999999997,55.555200000000006,51.4954,14368102.5,3985077.0,3144933.4,840143.7,4644663.4,18871518.5,1748.5,1818.5,1838.0,3883.1,-5.52,4205893.06,34720.4,495196.85,2
2020-04-01,19821,43862.0,3.306,14.8,0.05,2498.08,2954.86,2447.49,2912.43,2912.43,123608160000,0.3457783058386399,-0.007077704346603,0.1890511242508274,65.876,113.023,49.816,0.5529561888558021,-0.1770956316410887,-0.2418645558487253,23.64,50.73,45.37,14771533.3,3992619.9,3139700.4,852919.4,4666335.4,19952674.8,1782.1,2019.2,1891.3,4844.9,-18.15,4142276.28,34682.16,491526.93,2
2020-05-01,14674,74191.0,3.2325,13.2,0.05,2869.09,3068.67,2766.64,3044.31,3044.31,107135190000,-0.2261825247434568,0.0017695513302662,-0.5058615705797354,65.727,113.025,49.564,0.5529561888558021,-0.1770956316410887,-0.2418645558487253,23.64,50.73,45.37,14846104.9,4015597.0,3166772.7,848824.3,4666886.5,20192786.2,1818.2,2131.8,1931.8,5149.4,-5.37,4123726.83,34833.23,492108.55,2
2020-06-01,3926,11724.1,3.1625,11.0,0.08,3038.78,3233.13,2965.66,3100.29,3100.29,131458880000,-2.0356930941622275,-0.1619110816191149,-0.4640464853522652,64.389,112.842,49.334,0.5529561888558021,-0.1770956316410887,-0.2418645558487253,23.64,50.73,45.37,14856492.0,4154854.7,3284901.4,869953.3,4670624.4,20095653.4,1852.7,2220.4,1958.3,5001.8,4.33,4138607.19,34925.07,498296.05,2
2020-07-01,1612,4447.0,3.016,10.2,0.09,3105.92,3279.99,3101.17,3271.12,3271.12,96928130000,-0.4628119709888412,1.083816309530139,-0.2249969595005563,64.091,114.065,49.223,0.3807106598984866,1.064458900059151,1.0138858276394158,23.73,51.27,45.83,14890339.6,4282516.7,3391101.5,891415.2,4691977.2,19928324.5,1881.9,2262.8,1981.7,4700.3,4.87,4155392.51,34909.68,501791.49,2
2020-08-01,1456,765.0,2.935,8.4,0.1,3288.26,3514.77,3284.53,3500.31,3500.31,82466520000,0.2153188435193742,0.4400999430149488,0.0325051297157763,64.229,114.567,49.239,0.3807106598984866,1.064458900059151,1.0138858276394158,23.73,51.27,45.83,14910056.7,4372152.2,3479649.6,892502.6,4689712.1,19996725.2,1908.7,2292.1,2007.6,4807.4,-1.57,4149938.58,35094.51,501483.77,2
2020-09-01,567,865.8,2.89,7.8,0.09,3507.44,3588.11,3209.45,3363.0,3363.0,92310780000,-1.0400286474956832,0.2321785505424722,-3.0199638497938497,63.561,114.833,47.752,0.3807106598984866,1.064458900059151,1.0138858276394158,23.73,51.27,45.83,14926182.5,4439695.1,3537329.5,902365.6,4684627.6,20062079.8,1928.3,2413.2,2027.5,4880.3,4.39,4165136.21,35086.79,503870.02,2
2020-10-01,110,2552.5,2.834,6.8,0.09,3385.87,3549.85,3233.94,3269.96,3269.96,89938980000,-0.7882191910133507,0.1811326012557401,-0.8313787904171699,63.06,115.041,47.355,1.432785503581968,-4.2519992198166605,-3.142046694305034,24.07,49.09,44.39,14942227.1,4529574.1,3607276.1,922298.0,4681193.3,20120527.0,1945.4,2435.4,2040.5,4917.1,1.24,4169450.62,35139.24,503925.48,2
2020-11-01,237,607.4,2.765,6.7,0.09,3296.2,3645.99,3279.74,3621.63,3621.63,101247180000,-0.3536314620995906,-0.0556323397745139,0.722204624643652,62.837,114.977,47.697,1.432785503581968,-4.2519992198166605,-3.142046694305034,24.07,49.09,44.39,15053697.7,4675576.1,3737510.4,938065.6,4663661.5,20354160.7,1959.6,2780.4,2058.3,5093.0,0.26,4170351.76,35505.51,504031.19,2
2020-12-01,132,352.0,2.684,6.7,0.09,3645.87,3760.2,3633.4,3756.07,3756.07,96375680000,-0.2355300221207334,0.0330500882785189,0.2033670880768001,62.689,115.015,47.794,1.432785503581968,-4.2519992198166605,-3.142046694305034,24.07,49.09,44.39,15106732.7,4715427.3,3773580.6,941846.6,4650854.4,20531888.1,1974.2,3315.4,2071.6,5206.5,4.17,4184852.49,35826.0,505100.77,2
2021-01-01,3172,5512.0,2.735,6.4,0.09,3764.61,3870.9,3662.71,3714.24,3714.24,106117800000,0.1850404377163439,-0.0556449158805483,-0.5481859647654574,62.805,114.951,47.532,0.1661819692563293,2.974129150539806,2.770894345573316,24.11,50.55,45.62,15132135.9,4789834.9,3854057.4,935777.5,4658579.9,20555521.4,1994.0,3361.2,2094.2,5248.0,3.19,4195962.14,35370.15,503505.33,2
2021-02-01,336,1610.0,2.81,6.2,0.08,3731.17,3950.43,3725.62,3811.15,3811.15,99082320000,0.4904068147440377,0.1670276900592515,-0.4649499284692382,63.113,115.143,47.311,0.1661819692563293,2.974129150539806,2.770894345573316,24.11,50.55,45.62,15205510.5,4860527.2,3913948.6,946578.7,4638723.8,20733383.1,2008.1,3566.1,2100.9,5446.8,4.98,4213366.92,34967.85,506528.71,2
2021-03-01,47,355.0,3.0825,6.1,0.07,3842.51,3994.41,3723.34,3972.89,3972.89,122371150000,-1.13764200719344,-0.0564515428640888,-1.688825008983108,62.395,115.078,46.512,0.1661819692563293,2.974129150539806,2.770894345573316,24.11,50.55,45.62,15317435.7,4970910.3,3990233.5,980676.7,4628141.6,21034564.8,2021.8,3756.9,2117.8,5839.0,3.34,4225091.81,34729.07,502939.95,0
2021-04-01,261,517.5,3.06,6.1,0.07,3992.78,4218.78,3992.78,4181.17,4181.17,83124090000,1.024120522477756,0.2016023914214626,3.7173202614379175,63.034,115.31,48.241,2.6130236416424646,-0.1186943620177904,-0.7891275756247262,24.74,50.49,45.26,15421512.0,5079460.6,4057720.8,1021739.8,4628015.5,21292692.5,2050.2,3800.2,2154.8,6042.1,4.92,4242424.22,34693.69,503414.33,0
2021-06-01,2434,1600.0,2.975,5.9,0.08,4216.52,4302.43,4164.4,4297.5,4297.5,102544180000,-0.1068035452400639,0.2207161590195072,-0.231419302849356,62.665,115.788,48.285,2.6130236416424646,-0.1186943620177904,-0.7891275756247262,24.74,50.49,45.26,15603923.9,5238056.1,4186951.0,1051105.1,4647379.5,21431061.5,2073.0,4263.1,2179.0,6027.0,7.66,4426566.29,34955.41,512421.71,0
2021-08-01,67,1014.0,2.8425,5.1,0.09,4406.86,4537.36,4367.73,4522.68,4522.68,80500760000,-1.5248541719502962,0.7662967501423701,0.262424143021156,62.126,116.77,48.904,2.6130236416424646,-0.1186943620177904,-0.7891275756247262,24.74,50.49,45.26,15754979.0,5343026.3,4285513.3,1057513.0,4698231.5,21918174.9,2090.6,4515.2,2188.6,6328.7,4.32,4460588.36,35113.23,519101.7,0
2021-09-01,161,1632.0,2.9,4.7,0.08,4528.8,4545.85,4305.91,4307.54,4307.54,85528860000,0.2140810610694377,0.8246981245182861,0.7852118436119548,62.259,117.733,49.288,2.6130236416424646,-0.1186943620177904,-0.7891275756247262,24.74,50.49,45.26,15851037.1,5405889.0,4334240.0,1071649.0,4716266.5,22073743.2,2099.7,4523.9,2195.6,6388.8,6.26,4483874.65,35094.1,521988.42,0
2021-10-01,22,426.0,3.0675,4.5,0.08,4317.16,4608.08,4278.94,4605.38,4605.38,80253600000,-0.9380169935270466,0.1885622552725285,-0.9251744846615728,61.675,117.955,48.832,2.821939586645472,2.903038513644285,3.837184651261394,25.87,53.17,48.98,16043707.9,5548524.7,4462248.4,1086276.4,4743190.2,22275459.0,2108.5,4618.6,2202.8,6330.9,4.53,4500783.52,35132.6,523367.07,0
2021-11-01,2070,143.0,3.0675,4.1,0.08,4610.62,4743.83,4560.0,4567.0,4567.0,88268840000,-0.8123226591001176,0.0169556186681241,-1.200032765399739,61.174,117.975,48.246,2.821939586645472,2.903038513644285,3.837184651261394,25.87,53.17,48.98,16261485.4,5670920.8,4567628.4,1103292.4,4772437.5,22614610.2,2119.5,4688.3,2214.1,6394.7,5.99,4523262.5,35524.25,528618.57,0
2021-12-01,900,1105.0,3.098,3.9,0.08,4602.82,4808.93,4495.12,4766.18,4766.18,92750180000,-0.0245202210089279,-0.0457724094087619,-0.634249471458781,61.159,117.921,47.94,2.821939586645472,2.903038513644285,3.837184651261394,25.87,53.17,48.98,16481665.3,5712461.1,4596113.6,1116347.5,4799786.0,22741281.1,2130.5,4765.9,2225.1,6413.1,6.7,4548529.89,35809.46,532033.37,0
2022-01-01,510,4201.0,3.4450000000000003,4.0,0.08,4778.14,4818.62,4222.62,4515.55,4515.55,95562890000,-0.4561879690642367,-0.0305289134250874,-0.1898206090947041,60.88,117.885,47.849,0.5411673753382251,2.14406620274592,2.0212331563903785,26.01,54.31,49.97,16590736.3,5799366.8,4686491.0,1112875.8,4813909.8,22598949.9,2140.8,4785.0,2232.7,6103.9,4.09,4564039.97,35331.01,534098.65,0
2022-02-01,3285,3834.0,3.7625,3.8,0.08,4519.57,4595.31,4114.65,4373.94,4373.94,92667710000,-0.3465834428383774,0.0475039233150953,-0.5433760371167606,60.669,117.941,47.589,0.5411673753382251,2.14406620274592,2.0212331563903785,26.01,54.31,49.97,16645554.4,5828815.0,4712721.4,1116093.6,4828513.5,22573914.9,2150.6,4754.9,2235.4,6039.9,8.32,4595667.53,34942.9,539730.28,0
2022-03-01,4105,8056.0,4.172,3.6,0.2,4363.14,4637.3,4157.87,4530.41,4530.41,123546260000,-0.7351365606817262,-0.2314716680374084,-0.985521864296368,60.223,117.668,47.12,0.5411673753382251,2.14406620274592,2.0212331563903785,26.01,54.31,49.97,16777976.6,5839864.5,4696842.0,1143022.5,4857446.3,22754765.1,2167.1,4839.2,2259.6,6134.3,10.1,4634349.29,34726.27,547249.01,0
2022-04-01,1958,132199.0,4.9825,3.7,0.33,4540.32,4593.45,4124.28,4131.93,4131.93,90367840000,-0.5296979559304527,0.0951830574157819,-2.478777589134129,59.904,117.78,45.952,4.536716647443284,1.2520714417234349,0.6804082449469728,27.19,54.99,50.31,16916542.0,5836452.4,4678731.4,1157721.0,4910957.8,22665371.7,2170.0,4872.0,2269.6,5885.0,7.53,4663413.74,34702.22,556227.03,0
2022-05-01,6367,140295.0,5.23,3.6,0.77,4130.61,4307.66,3810.32,4132.15,4132.15,108860390000,-1.0433360042735096,0.0526405162166732,-2.1870647632311835,59.279,117.842,44.947,4.536716647443284,1.2520714417234349,0.6804082449469728,27.19,54.99,50.31,17016307.9,5799038.7,4655215.7,1143823.0,4965417.0,22599515.6,2171.5,4969.3,2273.5,5591.3,8.11,4694944.06,34841.47,572846.67,0
2022-06-01,9451,179039.0,5.522,3.6,1.21,4149.78,4177.51,3636.87,3785.38,3785.38,106116710000,-1.239899458492899,0.159535649428899,0.195786148130006,58.544,118.03,45.035,4.536716647443284,1.2520714417234349,0.6804082449469728,27.19,54.99,50.31,17156157.7,5764080.9,4621941.5,1142139.4,5023270.5,22621389.5,2174.5,4987.4,2277.8,5506.3,10.75,4737011.71,34984.89,584371.96,0
2022-07-01,8836,56320.0,5.4125,3.5,1.68,3781.0,4140.15,3721.56,4130.29,4130.29,81688320000,1.1068597977589525,0.0169448445310527,-0.5129343843677026,59.192,118.05,44.804,2.427363001103356,1.327514093471538,1.689524945338894,27.85,55.72,51.16,17245804.8,5750920.8,4598144.4,1152776.5,5075684.0,22804464.1,2178.5,5009.6,2278.3,5536.9,6.52,4762747.89,34950.21,596071.2,0
2022-08-01,9800,47451.0,5.2225,3.6,2.33,4112.38,4325.28,3954.53,3955.0,3955.0,92252350000,0.277064468171373,0.5311308767471434,-0.4932595303990816,59.356,118.677,44.583,2.427363001103356,1.327514093471538,1.689524945338894,27.85,55.72,51.16,17317280.7,5736976.8,4587598.2,1149378.6,5131721.8,22936479.5,2184.3,5249.2,2276.1,5582.0,6.63,4789070.47,35127.08,604737.23,0
2022-09-01,3396,137693.0,6.112,3.5,2.56,3936.73,4119.28,3584.13,3585.62,3585.62,94241020000,-1.8279533661297973,0.3201968367922969,-0.5472938115425152,58.271,119.057,44.339,2.427363001103356,1.327514093471538,1.689524945338894,27.85,55.72,51.16,17313471.9,5642779.9,4508218.1,1134561.9,5174529.2,22770474.2,2191.3,5179.4,2279.7,5411.1,6.57,4815292.73,35092.37,616318.82,0
2022-10-01,10446,28690.0,6.9,3.6,3.08,3609.78,3905.42,3491.58,3871.98,3871.98,95823760000,-1.223593211031215,0.2024240489849393,-1.7591736394596214,57.558,119.298,43.559,4.524236983842012,3.3022254127781814,5.824863174354977,29.11,57.56,54.14,17338366.6,5563008.4,4431354.0,1131654.5,5221623.7,22713991.2,2198.9,5136.7,2284.6,5340.3,8.32,4848691.41,35118.49,621537.91,1
2022-11-01,45938,97908.0,6.805,3.6,3.78,3901.79,4080.11,3698.15,4080.11,4080.11,92671910000,-0.3683241252302127,0.6957367265167935,-1.9284189260543088,57.346,120.128,42.719,4.524236983842012,3.3022254127781814,5.824863174354977,29.11,57.56,54.14,17436749.9,5559233.2,4430446.0,1128787.2,5263398.5,22938857.8,2204.6,5134.3,2293.1,5419.4,6.34,4874294.3,35540.82,629119.59,1
2022-12-01,5803,32441.0,6.364,3.5,4.1,4087.14,4100.96,3764.49,3839.5,3839.5,85249330000,-0.5894046664108976,0.1265316995205045,-1.0697815960111434,57.008,120.28,42.262,4.524236983842012,3.3022254127781814,5.824863174354977,29.11,57.56,54.14,17593686.2,5537138.1,4407049.0,1130089.0,5358069.5,23052123.8,2210.6,5110.6,2298.7,5406.0,4.91,4894222.53,35791.0,636706.63,1
2023-01-01,70059,99960.0,6.2725,3.4,4.33,3853.29,4094.21,3794.33,4076.6,4076.6,80763810000,-1.0945832163906877,0.3533422015297605,-0.0473238370167106,56.384,120.705,42.242,4.053589831672966,1.4246004169562232,1.2929442186922824,30.29,58.38,54.84,17568715.7,5528035.8,4370220.6,1157815.1,5371055.9,23004690.8,2213.9,5047.2,2299.1,5329.0,5.05,4914804.28,35307.17,640017.34,1
2023-02-01,24961,70754.0,6.2575,3.6,4.57,4070.07,4195.44,3943.08,3970.15,3970.15,80392280000,-0.9151532349602642,0.2419120997473101,-0.8593343118223573,55.868,120.997,41.879,4.053589831672966,1.4246004169562232,1.2929442186922824,30.29,58.38,54.84,17562705.2,5507486.6,4356042.1,1151444.5,5394944.8,22978965.9,2218.4,5057.8,2299.8,5321.6,2.78,4926181.55,34928.98,641864.28,1
2023-03-01,29895,69481.0,6.544,3.5,4.65,3963.34,4110.75,3808.86,4109.31,4109.31,113094800000,0.4439034867902869,0.138019950907875,-0.391604384058819,56.116,121.164,41.715,4.053589831672966,1.4246004169562232,1.2929442186922824,30.29,58.38,54.84,17444299.7,5377178.5,4241911.5,1135266.9,5399876.6,23094100.5,2223.9,5060.6,2313.1,5571.5,4.23,4943531.58,34726.18,644878.71,1
2023-04-01,8278,36769.0,6.342499999999999,3.4,4.83,4102.2,4170.06,4049.35,4169.48,4169.48,70861260000,-1.486207142347995,0.0775807995774258,-0.1438331535418946,55.282,121.258,41.655,0.5612413337735322,1.0620075368276805,0.9299781181619116,30.46,59.0,55.35,17336063.4,5259623.5,4130326.6,1129296.9,5408183.7,22892345.6,2228.5,4949.6,2323.7,5593.1,3.37,4957429.94,34705.43,648946.3,1
2023-05-01,9254,17848.0,6.425,3.7,5.06,4166.79,4231.1,4048.28,4179.83,4179.83,88929200000,0.6114105857241148,0.0321628263702189,-0.2880806625855325,55.62,121.297,41.535,0.5612413337735322,1.0620075368276805,0.9299781181619116,30.46,59.0,55.35,17310294.6,5208409.7,4095539.4,1112870.3,5440184.8,22884095.9,2235.4,4959.2,2334.0,5569.6,1.34,4962964.29,34847.24,649030.24,1
2023-06-01,6477,68053.2,6.714,3.6,5.08,4183.03,4458.48,4171.64,4450.38,4450.38,87983140000,0.1510248112190026,-0.0725491974244985,0.0938967136150159,55.704,121.209,41.574,0.5612413337735322,1.0620075368276805,0.9299781181619116,30.46,59.0,55.35,17282741.1,5172701.8,4069087.4,1103614.4,5439034.9,22852514.6,2240.6,4940.7,2342.9,5608.5,5.69,4986476.6,35003.58,653868.65,1
2023-07-01,5400,23905.0,6.84,3.5,5.12,4450.48,4607.07,4385.05,4588.96,4588.96,75063200000,-2.005241993393647,0.5115131714641619,-1.3518064174724564,54.587,121.829,41.012,-1.1490479317137314,0.2372881355932277,0.3613369467027949,30.11,59.14,55.55,17256403.0,5139791.4,4042273.3,1097518.1,5452295.6,22776169.0,2240.6,4959.8,2339.1,5517.8,3.01,4998973.84,34956.78,657050.51,1
2023-08-01,4820,18062.0,7.072,3.8,5.33,4578.83,4584.62,4335.31,4507.66,4507.66,86840820000,-1.0020700899481594,0.6205419070993035,-0.7729445040476013,54.04,122.585,40.695,-1.1490479317137314,0.2372881355932277,0.3613369467027949,30.11,59.14,55.55,17259292.5,5104404.3,4035740.8,1068663.5,5488255.4,22805139.3,2241.9,4930.6,2331.1,5559.1,-3.91,4982699.81,35133.28,659642.86,1
2023-09-01,3808,29094.0,7.2,3.8,5.33,4530.6,4541.25,4238.63,4288.05,4288.05,73482980000,0.4311621021465761,0.3793286291144948,0.3071630421427773,54.273,123.05,40.82,-1.1490479317137314,0.2372881355932277,0.3613369467027949,30.11,59.14,55.55,17255552.4,5059419.2,4028562.9,1030856.3,5503144.9,22831239.0,2241.5,4929.1,2327.7,5567.3,2.08,4991349.6,35087.52,661435.27,1
2023-10-01,6450,50662.0,7.62,3.8,5.33,4284.52,4393.57,4103.78,4193.8,4193.8,83519460000,-0.9802295800858674,-0.2129215765948822,-1.3522782949534573,53.741,122.788,40.268,7.70508136831618,2.874535001690904,4.932493249324943,32.43,60.84,58.29,17251037.5,5014583.8,3995048.8,1019534.9,5512329.9,22898808.5,2243.6,4950.7,2324.9,5601.3,2.26,5000737.39,35109.07,663516.21,1
2023-11-01,6815,27914.2,7.442,3.7,5.33,4201.27,4587.64,4197.74,4567.8,4567.8,80970570000,-1.2523027111516427,0.0,-2.6820303963444925,53.068,122.788,39.188,7.70508136831618,2.874535001690904,4.932493249324943,32.43,60.84,58.29,17304961.1,5039373.3,4025278.4,1014095.0,5525497.9,23098779.7,2246.6,4949.3,2328.0,5731.5,4.38,5018975.81,35548.86,662280.29,1
2023-12-01,3784,42568.0,6.815,3.7,5.33,4559.43,4793.3,4546.5,4769.83,4769.83,81530670000,-0.7122936609632924,0.153923836205494,-0.3929774420741161,52.69,122.977,39.034,7.70508136831618,2.874535001690904,4.932493249324943,32.43,60.84,58.29,17436808.3,5101661.9,4085120.8,1016541.2,5536796.4,23326053.9,2249.8,5008.7,2335.4,5827.4,1.13,5023699.47,35777.78,662586.72,1
2024-01-01,21390,64714.0,6.6425,3.7,5.33,4745.2,4931.09,4682.11,4845.65,4845.65,81737880000,-0.764851015372936,0.2862323849174952,0.7711226110570291,52.287,123.329,39.335,2.096823928461311,1.3313609467455525,1.5440041173442998,33.11,61.65,59.19,17425108.7,5129935.6,4102073.8,1027861.8,5547877.8,23291767.6,2253.3,4959.0,2336.7,5843.7,3.12,5036751.12,35307.17,660665.17,1
2024-02-01,12715,44473.3,6.776000000000001,3.9,5.33,4861.11,5111.06,4853.52,5096.27,5096.27,82066930000,0.1969896915103186,0.3835269887860981,0.2084657429769931,52.39,123.802,39.417,2.096823928461311,1.3313609467455525,1.5440041173442998,33.11,61.65,59.19,17425108.7,5129935.6,4102073.8,1027861.8,5547877.8,23291767.6,2253.3,4959.0,2336.7,5843.7,3.12,5036751.12,35307.17,660665.17,1
2024-03-01,6898,36298.0,6.82,3.8,5.33,5098.51,5264.85,5056.82,5254.35,5254.35,86299510000,-0.4428326016415296,0.0339251385276462,-1.1898419463683196,52.158,123.844,38.948,2.096823928461311,1.3313609467455525,1.5440041173442998,33.11,61.65,59.19,17425108.7,5129935.6,4102073.8,1027861.8,5547877.8,23291767.6,2253.3,4959.0,2336.7,5843.7,3.12,5036751.12,35307.17,660665.17,1
2024-04-01,16688,68669.0,6.9925,3.9,5.33,5257.97,5263.95,4953.56,5035.69,5035.69,81747170000,-0.6652862456382524,0.2268983559962523,-0.1232412447365716,51.811,124.125,38.9,2.096823928461311,1.3313609467455525,1.5440041173442998,33.11,61.65,59.19,17425108.7,5129935.6,4102073.8,1027861.8,5547877.8,23291767.6,2253.3,4959.0,2336.7,5843.7,3.12,5036751.12,35307.17,660665.17,1
2024-05-01,6581,44281.0,7.06,4.0,5.33,5029.03,5341.88,5011.05,5277.51,5277.51,86849720000,-0.3088147304626365,0.3730110775427953,-1.8791773778920384,51.651,124.588,38.169,2.096823928461311,1.3313609467455525,1.5440041173442998,33.11,61.65,59.19,17425108.7,5129935.6,4102073.8,1027861.8,5547877.8,23291767.6,2253.3,4959.0,2336.7,5843.7,3.12,5036751.12,35307.17,660665.17,1
2024-06-01,4178,15804.0,6.9175,4.1,5.33,5297.15,5523.64,5234.32,5460.48,5460.48,76025620000,-0.5459720044142524,0.0682248691687759,-0.3851292934056394,51.369,124.673,38.022,2.096823928461311,1.3313609467455525,1.5440041173442998,33.11,61.65,59.19,17425108.7,5129935.6,4102073.8,1027861.8,5547877.8,23291767.6,2253.3,4959.0,2336.7,5843.7,3.12,5036751.12,35307.17,660665.17,1
2024-07-01,6435,7914.0,6.8475,4.3,5.33,5471.08,5669.67,5390.95,5522.3,5522.3,80160390000,0.0895481710759371,0.3328707899866057,0.6128031139866597,51.415,125.088,38.255,2.096823928461311,1.3313609467455525,1.5440041173442998,33.11,61.65,59.19,17425108.7,5129935.6,4102073.8,1027861.8,5547877.8,23291767.6,2253.3,4959.0,2336.7,5843.7,3.12,5036751.12,35307.17,660665.17,1
