PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Cluster
9.051134009400013,4.3935409242749675,-1.5440048421861996,1.2751062921183922,3.205729174683836,-0.2572472658614988,0.4700975960562744,-1.1048048465290512,-0.983240875138559,2.1534663571523835,2
9.846284899081361,4.367164553329033,-0.10695896971100001,-0.1328886426603871,1.56527865971109,0.4188647974590938,-0.39332426227424877,2.4164371086276497,0.9410951004822244,-1.8731653370194266,2
8.657148951676591,2.8042187827968257,-0.3286209644411691,-0.057573354149103494,0.06089467000583826,-0.10098607525566883,-0.05748580060627224,1.8208250742071823,0.19849757754914457,-1.0543282089644705,2
8.13553029476803,1.560435592781632,-0.5804811603653652,0.8695934253308835,-0.9915902174991207,-1.9879382073313363,0.4382337098152884,0.6944459430107662,0.14349843146481897,0.5981933203506459,2
7.248402998733251,1.2545803937762452,0.41026568966189925,-0.2556080972000954,-1.8965165451975743,1.5415892229639654,-2.4959591504878773,-0.4918392636120648,-1.5832046414374148,0.7982044463755344,2
6.682953087992936,1.134011030695976,1.1301218663175834,0.4446082367721338,-0.43365475043349894,1.3865637309764107,-1.044126890016732,-0.5497663942664971,-0.35188551441280147,-0.45566526031167787,2
6.1709191763663656,0.5900107113732808,-0.3219965117031971,1.6179783480125545,-2.1273208669995642,-0.8221655457286898,-0.9681969596298791,-0.6484442008762878,0.160211126154369,0.3685256082364343,2
6.699025198344074,0.7775868309551512,1.2860261435518112,-1.3541696762202264,-1.9755486921010277,-0.7912340600856808,1.5042134114426393,-0.9549159650490621,0.17359484303269535,-0.11272545067198936,2
6.2960330670136475,0.2793732765157965,1.8670174610695849,-1.2518412312658862,-0.7551823390095784,-0.16658111718861807,2.7633779310994653,-0.860889342164378,0.7854381483385685,-0.005919507355564091,2
5.5346881801318055,-0.49226162391833117,2.178737506194237,-0.9346215332500192,-1.441167739981638,0.2697279938674986,3.019807166391522,-1.0760172049524033,0.901498224210233,0.5254853966423823,2
4.737947346022193,-0.7051045331938924,0.12008216384734798,1.9426798033421715,0.72459647875833,0.558443531523707,-0.19755513621801463,-0.528463904691886,0.6359207146871354,0.4673938567218498,2
4.404781642448608,-1.1912224526620887,0.30394432338587646,1.252790235526665,0.9681989481969788,0.5515466718256186,-1.2413930788192822,-0.5563920995680199,-0.19856420113627,0.19657448567157124,2
3.9734817031566507,-1.5520746661670908,-0.5777854953997461,1.8958386415132913,0.40484930368010874,-1.7418291201491063,-1.2911198238764696,0.6799500785192217,0.3288839386824417,0.31600373438377044,0
3.57574922653978,-2.237447970149961,2.4438414509756288,-2.0173152963923355,2.3828619155697144,1.50156215888045,0.44951134888623656,0.09771095300924042,-1.4383842568683012,-0.9620460476381623,0
2.6485865000658846,-2.787598354997748,0.9967485795224773,-0.5846808066515363,0.2247639192342354,-0.18765056174666042,0.3413705666808951,0.3487463476535828,-0.4027547161155788,0.3161648268479307,0
1.586512941816457,-3.3236282560065433,1.8150924467622378,-1.0461379555037131,-1.9822874590755453,0.5258395360101152,-0.4974627198188924,1.0345834996699685,-0.7055615416755361,-0.20666982949187862,0
1.548438615857544,-3.4937477893217372,1.9642413397675413,-1.604116942327485,-0.35265256014533725,1.5627745891390534,-0.5068140112013511,0.20125956379076687,-1.0722486725747784,0.05861402797431043,0
0.2822536337653448,-3.439825067759281,0.1884387976665721,1.5661265962552255,-0.2811099462818583,0.328401391920806,-0.709894634614506,0.6832191952088237,0.037169611046346904,-0.7925986237937999,0
-0.3402137173032106,-3.863458452717042,0.12441693167599506,2.080738473905364,-0.23166560247998222,0.4079356342593912,0.23550781961048595,0.5009868032114982,0.7536749024594916,-0.22961774304136215,0
-0.660558708740517,-4.066972490389561,0.4950618276893363,2.145239060558311,0.5244667330012031,1.1264736817461656,0.905435509922294,0.08670349908527927,0.9679990679652876,0.019221561931075038,0
-0.2709969051106589,-3.399690881574432,0.598846755191838,0.684528902112452,0.8504806280029273,-0.22960857061413145,0.03659413049423605,0.09210498454547604,1.0962477429443158,-0.018817476321898837,0
-0.20601334253608586,-3.3702702933422928,-0.1135357211552965,0.0717376660695399,0.902555254314797,-0.5502880968790222,-0.7291267496003142,-0.2628118055571802,0.6127627729646195,0.06122560663565851,0
-0.3927520242103366,-3.430096076246108,-0.9151471201128858,0.370228525416981,1.6674119148148518,-2.1341899690197543,-0.44208176098470703,0.20160484780947366,0.8061203241816867,0.7828018774181813,0
-1.0824705378891455,-2.4943582812105576,-2.2873873491665164,-0.9073899975271982,-0.0803662777070845,-1.4998182996813927,0.2883980291943895,0.7529818102226054,-1.1802374705768337,-0.3672422920863454,0
-0.8965441058152314,-1.7276044895498066,-3.06097382806869,-0.9231593771811492,-0.2315959569176973,-1.6831908587132378,0.7356298430775932,0.6846597180412307,-0.8373284811221213,0.3386032279973834,0
-0.9290278560034949,-1.3527504917016748,-3.2521412695544454,-2.150557741931423,-0.11956150727197538,-0.690732968412741,1.2311237293756,0.5469935718862292,-1.426187963729458,0.5095794380157747,0
-1.076062729078427,-1.1948455452988447,-1.2987143106764782,-1.188246316675721,1.7354463766946375,0.5461972765890274,0.09308236037779354,-1.2756358558297218,0.248705824003022,-0.826232128607313,0
-1.4407986518212634,-1.2138286436647427,-1.116074544324931,-1.3457527897708448,0.3058532342362685,1.0132825815560078,-0.6030471972652387,-0.9891510723204902,-0.10036869891899883,0.11999369418635858,0
-1.3274572827156594,-0.3545065785145639,-2.810790401011899,-1.587611249127283,-1.253207669984186,-0.8740347191327829,0.06319697213925311,-0.3203416696285484,-0.5877310091719774,-0.24670856890853451,0
-2.0541905707481583,0.05511970882874513,-3.3234327106051986,1.2091747726527977,-0.5651554613131209,0.17795361739152177,-0.6803143208115473,-1.1834940411593955,-0.07786410212038737,-0.3005460340209462,1
-3.036730561198787,0.6899453929284722,-3.5831750421683353,0.11331834037182799,-1.0094527070865944,2.882209827426053,-0.7556375873769663,0.5050967161797881,0.7465910560557224,1.1506911724798894,1
-2.871054664858525,0.2239087659067105,-2.140988458966862,1.6982720755378011,-0.5172042707488475,1.4264851510350203,0.5201363438910789,-1.6555950631879737,0.5048819981418985,-0.7101680104268603,1
-3.1748501113781895,1.5839700822957947,-2.8924183373017347,-2.374633956827809,-0.7144632857313082,2.2948904074264287,0.5290454140859566,1.6089795254828412,1.9534420508723684,1.0441472584251956,1
-2.94974082595367,1.1778388617822788,-1.8824469029939017,-1.3485322315269148,-0.33978496191674984,0.1272600644462802,-0.07311484193729857,0.05433301776757693,0.2402597047765331,-0.5273500900401761,1
-2.6422755007092564,1.386816403695392,-1.9119030548814746,-1.4906428354209542,1.9221763294369485,0.1807170678204745,0.03797332187044891,0.2189296032691393,0.02464559799582931,0.4123159380951801,1
-2.864133482392667,1.1243649323585025,-0.18534864251867839,-1.3003709073898053,-0.2994401863265368,-1.448180905194408,-0.8799044283292257,-0.5791298681529617,0.41168348201031557,-1.196763414909858,1
-2.611161368525462,1.466002061973648,0.36597642149296244,-0.9709300515282191,1.7219689378852765,-0.46315984811458427,-0.6043301936727407,-1.1771105834834836,0.6583807652591752,-0.7435648494949563,1
-3.106514847827334,1.0960756887278935,0.2664135319133257,-1.006644457882125,1.3069151828531647,-0.8330992639371004,0.12105667646902254,-0.8227338686924152,0.21631344241757788,-0.28012328048280444,1
-3.4775013195210764,1.1942626913544785,1.0576762748704838,-1.0446940881926283,-2.0342210929118574,-1.6921065862156885,-1.6553488039480206,-0.44158891414413876,0.6168503482888626,-0.023812047121301923,1
-3.252408726448225,1.9266269188946719,1.7414763399438955,-0.9923980717280543,-0.9606139704750898,-0.7010359096846966,-1.5357244846469331,-0.38464329813489806,0.7588821688547772,-0.16195390611370025,1
-3.134783588896602,1.779591663281633,1.946831252121179,-1.4781679318542358,0.5083959427661547,0.01801589016662085,-0.9411758552708671,-1.4041781516634462,0.2562540045718776,-0.4220704701334955,1
-4.109285195677719,2.2686800579272464,-1.5523867760865244,2.141011513089653,0.13267546001507985,-0.3603209794121692,1.078005145886806,-0.045934473102207656,-1.1784054447316352,-1.357327335696668,1
-4.7679753352048095,1.7797990100519665,-1.1494020378562217,3.021007218749351,-1.368145910587658,0.05600735583330459,1.1089698982146412,-0.18567759793520003,-0.6593051692815453,-0.6903226035680864,1
-5.1833510948538475,1.5080085105353174,0.16558914533863936,2.4189374019836243,-0.4657244139303523,1.3944377990403831,1.5473099194446744,0.14856878924349928,-1.0756624226699492,-0.7065330472427819,1
-5.0516389261208925,1.75394516802224,1.287457558842209,-0.5423135646318734,0.09149228727598423,0.4260145516812104,0.2571935407391395,0.8455028657493733,0.006539481248832987,0.5216029319093984,1
-5.2557313450873515,1.4592410102459812,2.0878689610283145,-0.1479995520330634,0.5813301749656582,0.6429078277160233,-0.07534058831955398,0.3181000305505089,-0.35720365112082786,0.5498482821327563,1
-5.543844288502639,1.2182600980695293,1.9628841829220784,0.984575948485759,0.2069903632142654,-0.9685232524325593,0.38000903049706725,0.4696853601201126,0.10051465175449072,0.4894180892620851,1
-5.60627750333886,1.5082433624238898,1.6886437102055012,0.007274744911270485,-0.010728318462154338,-0.16958488034977276,0.26714861261780126,1.0226280245114405,-0.13601033256924583,0.6937943725360366,1
-5.720458182910089,1.3408646832744306,1.9149107015075355,0.8149795729619156,-0.43121919390964236,-0.6024249848227714,-0.3134184739320328,0.493496919692126,-0.2933437307191219,0.817881374722941,1
-5.981373318872365,1.0339099518867803,2.923349428793184,0.9672019155177479,0.15253985017743163,-0.7231975552691324,0.3167110934247577,0.4704153908047231,-0.09860040922246109,0.2464829687165167,1
-6.061694852929987,0.9548958174217993,3.604153658997477,0.44605094565437575,0.7217101649908031,0.3130272425325717,-0.04724136804639109,0.5006102428315876,-0.542463797100857,0.7160377086428147,1
